,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
11503,Zn2SiO4,2.677,5.14286400,6.74391300,10.43549800,90.00000000,90.00000000,90.00000000
11504,Ba4NbFeO8,2.6872,6.13406100,7.65502900,21.23204158,82.01595790,90.00000000,90.00000000
11505,Na2GeTeO6,2.6708999999999996,5.18405360,5.18405360,10.82241000,90.00000000,90.00000000,119.99999493
11506,CaMg14CdO16,2.6889000000000003,4.36375200,8.66138000,8.70699400,90.00000000,90.00000000,90.00000000
11507,Mg30CoCO32,2.6649000000000003,8.49631300,8.49631300,8.51723300,90.00000000,90.00000000,90.00000000
11508,Mg30MnCdO32,2.6895000000000002,8.57848500,8.57848500,8.57844500,90.00000000,90.00000000,90.00000000
11509,Mg30MnZnO32,2.6870999999999996,8.54100600,8.54100600,8.55163200,90.00000000,90.00000000,90.00000000
11510,RbMg30BO31,2.686400000000001,8.33913500,8.71938000,8.82529600,90.00000000,90.00000000,90.00000000
11511,KRbMg30O31,2.6836,8.54488400,8.71697000,8.73772400,90.00000000,90.00000000,90.00000000
11512,KLiMg30O31,2.6771999999999996,8.63580800,8.63580800,8.46674000,90.00000000,90.00000000,90.00000000
11513,LaClO2,2.6822,3.57494000,6.86866100,7.07955431,80.29994018,90.00000000,90.00000000
11514,LaAsO3,2.6953999999999994,5.37801200,4.45467700,6.28404804,74.31384805,90.00000000,90.00000000
11515,TmSb(PbO3)2,2.686,5.86582045,5.86582045,5.94055746,60.09626368,60.09626368,60.33331595
11516,Sr4SO3,2.6728999999999994,5.48553100,5.48553100,5.48553100,90.00000000,90.00000000,90.00000000
11517,NbTl3S4,2.6754,6.77220607,6.77220607,6.77220607,109.47122063,109.47122063,109.47122063
11518,C,2.7039,5.80144774,5.80144774,5.80144774,108.68294005,108.68294005,111.05955298
11519,CsMg30WO32,2.665,8.70256400,8.70256400,8.69082800,90.00000000,90.00000000,90.00000000
11520,Yb(GaS2)2,2.7020999999999997,5.86460907,5.86460907,10.09137600,90.00000000,90.00000000,117.98766648
11521,TlHgCl3,2.6787,4.49179200,9.51238200,14.15843600,90.00000000,90.00000000,90.00000000
11522,K2TlSbF6,2.6774999999999998,6.83672838,6.83672838,6.83672838,60.00000000,60.00000000,60.00000000
11523,K3BiI6,2.7025,9.08972474,9.08972474,9.08972474,60.00000000,60.00000000,60.00000000
11524,Cs2TlGaCl6,2.6752000000000002,7.75366910,7.75366910,7.75366910,60.00000000,60.00000000,60.00000000
11525,K2InGaF6,2.6815,6.43714093,6.43714093,6.43714093,60.00000000,60.00000000,60.00000000
11526,Cs3InBr6,2.6769,8.64780280,8.64780280,8.64780280,60.00000000,60.00000000,60.00000000
11527,Cs3SbI6,2.6637,9.41601350,9.41601350,9.41601350,60.00000000,60.00000000,60.00000000
11528,Cs2KBiI6,2.6824,9.14944273,9.14944273,9.14944273,60.00000000,60.00000000,60.00000000
11529,CsRb2InBr6,2.6797,8.61519245,8.61519245,8.61519245,60.00000000,60.00000000,60.00000000
11530,Rb2YInI6,2.6766,9.00265161,9.00265161,9.00265161,60.00000000,60.00000000,60.00000000
11531,Rb2ScInCl6,2.6637,7.81781358,7.81781358,7.81781358,60.00000000,60.00000000,60.00000000
11532,RbInF3,2.6641000000000004,6.66203199,6.66203199,6.66203199,60.00000000,60.00000000,60.00000000
11533,LiTi2BiO6,2.7026,5.57415657,5.57415657,5.57415699,58.15426316,58.15426316,58.15425455
11534,Li6Zn3(PS4)4,2.6929999999999996,9.25880100,11.63772600,23.21425785,89.92894502,90.00000000,90.00000000
11535,Li6Zn3(PS4)4,2.6879000000000004,9.33398302,11.59530224,23.11374098,89.91759056,90.02737642,89.94020344
11536,Li6Zn3(PS4)4,2.6774999999999998,9.24388200,5.79605100,23.15063492,89.93946365,90.00000000,90.00000000
11537,Li6Zn3(PS4)4,2.6809000000000003,9.28960200,11.59157600,11.59637537,89.92715725,90.00000000,90.00000000
11538,Li6Zn3(PS4)4,2.6780999999999997,9.31773400,11.59480779,23.12481445,89.97474754,89.97496061,89.91491223
11539,Li6Zn3(PS4)4,2.6735999999999995,9.34976500,11.60542384,23.10993744,90.04169038,90.03882042,90.07831538
11540,Li6Zn3(PS4)4,2.6821,9.32777900,11.59993600,23.15356950,89.92955807,90.00000000,90.00000000
11541,Li10Zn7(PS4)8,2.6635,9.20507700,11.62177234,11.63148538,90.01986231,90.03891478,90.02754412
11542,Li10Zn7(PS4)8,2.6681999999999997,9.20836300,11.61783300,23.23096106,89.97585932,90.00000000,90.00000000
11543,Li10Zn(PS4)4,2.6734,6.50015200,10.00007694,10.11282770,75.32759768,89.77653472,89.14134564
11544,Li10Zn(PS4)4,2.6988999999999996,6.16184000,7.77789315,13.05876781,89.56378230,89.90862519,89.90298327
11545,Li4Zn(PS4)2,2.6651,25.59761500,10.06529200,10.17564189,74.94336027,90.00000000,90.00000000
11546,Li4Zn(PS4)2,2.6757000000000004,10.24751500,10.27820416,10.28135402,77.30619264,65.77770271,75.16856066
11547,CaCo(Si2O5)2,2.6854,7.44724900,7.44724900,15.40215500,90.00000000,90.00000000,90.00000000
11548,Ca3Si3(MoO6)2,2.6891,10.78597228,10.78597228,10.78597228,109.47122063,109.47122063,109.47122063
11549,Ca10TaTi8Al(SiO5)10,2.6670000000000003,6.68373700,7.13173749,22.16379487,86.48638340,81.41929370,65.82122954
11550,ScPaO4,2.6627,6.45181491,6.45181491,6.45181491,132.04738618,132.04738618,70.15419585
11551,Sm4ZrO8,2.6918,14.20203502,14.20203502,14.20203502,164.71570338,164.31972307,21.96468957
11552,Pr5Te7MoCl3O23,2.6886,10.06548856,10.06548856,18.58532963,87.26481358,87.26481358,134.57541477
11553,Na2MnPCO7,2.7063,8.50536800,8.53052181,8.96577623,91.09072082,90.19317235,104.38948416
11554,Li3Fe2OF5,2.6722,5.26142800,5.26607433,9.49145926,100.76203643,100.64312308,108.83266607
11555,Li2Cr(CO3)2,2.7005,10.21310960,8.73224966,6.49348187,82.85274636,58.03377628,39.11347736
11556,Li12MnCr3P4(CO7)4,2.6738,6.49949100,8.68172000,10.00003621,85.37969262,90.00000000,90.00000000
11557,K2ZnH12(SO7)2,2.6951,12.26161300,7.95641800,9.57380063,67.61131968,90.00000000,90.00000000
11558,CdH4(C2O3)2,2.6824000000000003,8.54656599,8.54656599,8.54656694,88.67947425,88.67947425,88.67947244
11559,BeNF3,2.6792000000000002,5.74896800,4.71283679,12.65350768,90.19291389,90.13346454,101.36408856
11560,Li3La3(MoO6)2,2.6755,11.04098385,11.04098385,11.04098385,109.47122063,109.47122063,109.47122063
11561,ThBeO3,2.7037000000000004,3.65929700,3.65929700,3.65929700,90.00000000,90.00000000,90.00000000
11562,CaWO4,2.6740000000000004,7.79125449,7.79125449,5.36212200,90.00000000,90.00000000,120.19025862
11563,MgO,2.7038,12.89243070,12.89243070,7.57707132,85.64998805,85.64998805,15.48542107
11564,NbH12N3O8,2.7037999999999998,6.54404974,6.54404974,6.54404974,114.49918481,114.49918481,99.82499767
11565,AgClO4,2.6793000000000005,5.72190200,7.37088800,7.93022700,90.00000000,90.00000000,90.00000000
11566,FeB4O7,2.6797999999999997,6.38728875,8.26967664,8.26960170,78.52104002,110.81223293,110.81123450
11567,LaP3O7,2.6654999999999998,6.93516700,8.29809486,9.11623183,114.91220456,95.52378505,97.92269854
11568,Ba2MnGe2O7,2.7005,8.62291400,8.62292300,11.23153300,90.00013276,90.00027727,90.00031894
11569,Rb2PtC4(N2Cl)2,2.6747,7.10834100,9.60165931,9.97968424,89.07091551,104.16034105,107.40529794
11570,NaH8Rh(N2O3)4,2.6731,7.68397383,7.68397383,7.68397383,60.00000000,60.00000000,60.00000000
11571,Sr2SnO4,2.6825999999999994,5.81785700,5.88411800,12.63535100,90.00000000,90.00000000,90.00000000
11572,Nd2SeOF2,2.6911999999999994,13.92576316,13.92576316,3.90812700,90.00000000,90.00000000,120.00000552
11573,H18RhC4N7O8,2.6988000000000003,6.54873200,6.56930100,19.39497711,87.56710975,90.00000000,90.00000000
11574,Sb5IO7,2.6868,6.91436100,11.91578100,13.04907200,90.00000000,90.00000000,90.00000000
11575,H18IrC6S3(ClO)3,2.6654999999999998,9.52607800,10.60422376,10.88567443,90.29745179,91.14738977,114.22364612
11576,LaAg(IO3)4,2.6846000000000005,16.42935891,16.42935891,13.07818050,89.34957874,89.34957874,20.23370311
11577,Cd3B4(PbO4)3,2.6693000000000002,10.14711220,10.14711220,7.11982800,90.00000000,90.00000000,120.00000132
11578,VP(HO)9,2.6914,6.44648100,9.04847276,13.49758432,79.75555745,76.87445519,71.42114170
11579,CuH36S8I2(N3O4)3,2.6872,12.57767503,12.57767503,12.57767503,116.35991150,116.35991150,96.42965538
11580,ReBi3O8,2.6795999999999998,10.18929117,10.18929117,10.18929117,109.47122063,109.47122063,109.47122063
11581,NbP(Cl3O)2,2.6776999999999997,15.10865171,17.59610577,17.73386052,90.00000000,90.00000000,92.85933458
11582,Sn2Bi2O7,2.6670000000000007,7.65048084,7.65048084,37.48751100,90.00000000,90.00000000,120.00000726
11583,SrV2TeO8,2.6844,10.33801500,11.32277304,14.16198121,84.00659319,70.67202128,72.59645245
11584,Nb2Pb2Se4O15,2.7,13.98835246,13.98835246,7.87915218,85.72774519,85.72774519,29.77463651
11585,TcC5ClO5,2.6834,6.06677300,11.72893000,11.78550500,90.00000000,90.00000000,90.00000000
11586,Ba3V2(SeO4)4,2.6992000000000003,15.68952200,9.13866200,14.58938887,53.63259537,90.00000000,90.00000000
11587,Na2TeW2O9,2.6950000000000003,17.22228051,17.22228051,13.27904689,71.81557583,71.81557583,24.97150805
11588,VH10SeNO9,2.6909,10.19234300,6.45324600,6.96197425,71.20626341,90.00000000,90.00000000
11589,NaMo2H25(C4O5)2,2.6772,9.36029778,14.54154480,15.07901488,90.00000000,98.73876488,90.00000000
11590,LaTaO4,2.7027,7.56932500,8.00348600,11.21635900,90.00000000,90.00000000,90.00000000
11591,LiCu2Si12(H3C)27,2.7035,13.60950769,14.26673347,17.85671741,95.98649345,99.27167791,118.01062989
11592,K2Cr2AsHO10,2.6891,7.92336443,7.92336443,14.78183100,90.00000000,90.00000000,120.00000356
11593,SnH12C4(SCl2)2,2.6859,12.76572100,7.25030800,9.52888538,59.04172737,90.00000000,90.00000000
11594,Na2Co7H16(CO2)16,2.6655,8.45419900,8.55304389,12.98599625,90.65528688,95.99846397,100.84292193
11595,Cs2TiP4O13,2.6919,5.21970800,8.12170266,16.05204594,84.22910934,83.93935157,80.49840192
11596,Mn2Hg(CO)10,2.6815,6.40749900,6.60772100,19.22432423,84.41188664,90.00000000,90.00000000
11597,CaHgH16(BrO2)4,2.6627,11.13995947,11.13995947,13.99293000,90.00000000,90.00000000,110.55667608
11598,Tl3FeF6,2.6872,6.52301622,6.52301622,6.52301622,60.00000000,60.00000000,60.00000000
11599,YCrGeO5,2.6927000000000003,5.80855100,7.44321800,8.48639500,90.00000000,90.00000000,90.00000000
11600,W(NF2)3,2.6670999999999996,6.91025617,6.91025617,6.91025617,60.00000000,60.00000000,60.00000000
11601,TlBi(MoO4)2,2.6848,12.22342300,5.37423500,11.75997887,87.49342162,90.00000000,90.00000000
11602,SmCrGeO5,2.6698999999999997,5.84069800,7.51603000,8.58035200,90.00000000,90.00000000,90.00000000
11603,Rb3MnBr5,2.6812,10.19834068,10.19834068,10.19834068,124.86168550,124.86168550,81.76725376
11604,PrSCl,2.6929000000000003,6.91340800,7.01902300,41.53519200,90.00000000,90.00000000,90.00000000
11605,NaPHO3,2.6627,6.57739700,6.77225630,9.49257693,93.45988677,102.95886377,108.00469446
11606,Na4Sr(Ge2O5)3,2.6864,11.10149329,11.10149329,5.99472900,90.00000000,90.00000000,119.99999575
11607,MgCr(SiO3)2,2.6639,5.39098953,6.73559496,6.73560058,84.36213120,74.69804627,74.69754142
11608,MgZn2(AsO4)2,2.7057,8.58507100,5.35266700,9.02978875,60.23532503,90.00000000,90.00000000
11609,Li2MnGeO4,2.6898999999999997,7.58430850,7.58430709,8.31167506,65.04946262,65.04933017,94.32565006
11610,Na2GeH14S3O7,2.6901,7.09473400,9.58561440,10.11319496,92.12095833,92.86397166,107.25862361
11611,La3TaTi2O11,2.6856,3.95841300,5.62510900,20.41340700,90.00000000,90.00000000,90.00000000
11612,K3Gd(BO3)2,2.696,7.13030500,9.06389700,11.23600700,90.00000000,90.00000000,90.00000000
11613,InSn2Cl5,2.6728,8.07794300,8.85635400,12.58569088,89.42088156,90.00000000,90.00000000
11614,KNaTiH2O3F4,2.6976,5.86871700,10.51218500,10.83969916,73.55574737,90.00000000,90.00000000
11615,GaClO,2.6767000000000003,5.13710800,5.76935600,8.38214800,90.00000000,90.00000000,90.00000000
11616,CsW3Br7,2.697,10.48476848,10.48476848,15.82677600,90.00000000,90.00000000,120.00000306
11617,FeSb(P2O7)2,2.6681999999999997,8.02947900,8.03858700,16.15646400,90.00000000,90.00000000,90.00000000
11618,Fe2(WO4)3,2.6699,9.46047634,16.17207456,16.12207602,109.33525185,90.00000000,90.00000000
11619,Cs2B12HF12,2.6744,9.99268100,10.53789900,15.39426500,90.00000000,90.00000000,90.00000000
11620,Ca2NbCrO6,2.7019,7.82048099,9.52954747,7.82091445,113.63077871,91.18029836,113.63032076
11621,Ca3In2(GeO4)3,2.6717999999999997,11.04701659,11.04701659,11.04701659,109.47122063,109.47122063,109.47122063
11622,C4NCl2,2.6818,6.48433900,6.68960200,13.35142415,87.58521873,90.00000000,90.00000000
11623,C4SBr4,2.694,4.45793700,12.73757100,16.93342100,90.00000000,90.00000000,90.00000000
11624,ZrTi2(PbO3)3,2.6862999999999992,5.83028678,5.83028678,7.05404671,89.37279408,89.37279408,58.95713062
11625,Zr4Ni(PO4)6,2.6816,9.11851900,8.97233500,15.40829721,54.97679650,90.00000000,90.00000000
11626,Zr3Ti2(PbO3)5,2.6790000000000003,12.60306047,12.60306047,12.60306065,26.78191724,26.78191724,26.78191573
11627,Y2WO6,2.6713999999999998,5.38082200,5.43589900,8.21511100,90.00000000,90.00000000,90.00000000
11628,Y4Ti6Bi2O21,2.6932,16.21891203,16.21891203,7.23303392,77.36739002,77.36739002,25.93784440
11629,Zr2Ti3(PbO3)5,2.6832000000000003,5.90706798,5.90706798,25.65734409,81.13968126,81.13968126,63.65022925
11630,TmPaO4,2.6791,3.78902200,3.78902200,5.33572900,90.00000000,90.00000000,90.00000000
11631,TlSbWO6,2.6966,7.38258940,7.38258940,7.38258940,120.62971298,119.68163962,89.73254177
11632,V2SiPb5O12,2.6660999999999997,7.46158100,10.17016200,10.19924222,60.57946912,90.00000000,90.00000000
11633,SrPrInO4,2.6656,5.95500200,6.02344000,12.46494500,90.00000000,90.00000000,90.00000000
11634,Sr3Nb2ZnO9,2.7002,5.75176422,5.75176422,7.05875000,90.00000000,90.00000000,120.00000258
11635,Sr10Mg5Mo(W2O15)2,2.6673000000000004,5.66083300,5.67196964,23.35786372,89.77404671,96.86688952,119.72351106
11636,Sb3TeClO6,2.7055999999999996,8.16301413,8.16301413,9.65927808,57.98104775,57.98104775,29.42418375
11637,RbTiNbO5,2.6976,3.85656800,6.52568200,19.38431400,90.00000000,90.00000000,90.00000000
11638,Nd6S3(OF4)2,2.6851000000000003,3.87588800,13.58586900,13.68009861,60.27058079,90.00000000,90.00000000
11639,NaYTiNbO6F,2.6661,7.31100317,7.31100317,7.31100317,121.64887860,117.97829370,90.35240881
11640,NaMoAsO6,2.6883,6.65170200,7.59924600,10.28866900,90.00000000,90.00000000,90.00000000
11641,Na4SeS,2.6673999999999998,4.74999200,4.74999200,6.72370800,90.00000000,90.00000000,90.00000000
11642,NaLi4(H2N)5,2.6786000000000003,6.73228400,9.88368247,11.44593154,83.34263474,80.20335412,84.81921264
11643,Na2Ca(Ge3O7)2,2.7026000000000003,8.24461883,8.24461883,4.93114623,89.85811807,89.85811807,60.33543117
11644,Li2MgTi9O20,2.7033,10.07570300,5.24182500,7.47373264,70.05821586,90.00000000,90.00000000
11645,La4Ga3FeO12,2.6745,5.59778976,9.65745735,18.49520892,99.97140533,90.03870674,90.03928744
11646,KSbWO6,2.6981,7.36586329,7.36586329,7.36586329,120.74413774,119.67283617,89.64178739
11647,KOsNO3,2.6658999999999997,5.81097300,5.81193016,7.83849473,110.99055045,111.55788861,89.98648426
11648,La2Te6WO18,2.6646,6.92132811,6.92132811,20.55502300,90.00000000,90.00000000,120.00000103
11649,KTi2(PO4)3,2.6983,9.92241800,9.92241800,9.92241800,90.00000000,90.00000000,90.00000000
11650,K2MnH4(I2O7)2,2.6779,8.09691433,14.13543841,8.09675089,75.38154760,59.54961105,75.38056570
11651,HoPaO4,2.6652000000000005,3.80382900,3.80382900,5.37371700,90.00000000,90.00000000,90.00000000
11652,Hf3Ti2(PbO3)5,2.6798,9.19198509,9.19198509,7.10533416,76.09271700,76.09271700,36.75697210
11653,GaBi3Sb2O11,2.7001999999999997,9.62048700,9.54294000,13.55590429,45.32881617,90.00000000,90.00000000
11654,ErPaO4,2.6787,3.79825300,3.79825300,5.35939700,90.00000000,90.00000000,90.00000000
11655,CrH5O4,2.68,3.09289300,4.36547800,5.86107739,78.61028103,90.00000000,90.00000000
11656,CaPrCrO4,2.6954000000000002,6.59461371,6.59461371,5.61068900,90.00000000,90.00000000,131.18393611
11657,Ca3Nb4(O6F)2,2.7047,7.43925344,7.43925344,7.43925290,60.88562484,60.88562484,60.88562731
11658,Ba3LaNb3O12,2.6670000000000003,9.93219031,9.93219031,9.93218995,34.14224127,34.14224127,34.14223902
11659,Ba7Nb4MoO20,2.6643999999999997,5.97359386,5.97359386,16.83119100,90.00000000,90.00000000,119.99999850
11660,Ca4Al5FeSi6(HO13)2,2.6889000000000003,5.68003000,8.97631300,10.26444000,64.68913386,90.00000000,90.00000000
11661,AlBi3Sb2O11,2.6857999999999995,9.56223200,9.48462800,13.46485539,45.27297031,90.00000000,90.00000000
11662,Er2MgS4,2.6942000000000004,7.15200700,8.26414700,12.96902276,99.33563048,95.44755571,90.00003467
11663,Tm2MgS4,2.7027,7.14770600,8.26201347,12.86334967,99.39390819,95.51769166,90.01932741
11664,SbS2NF6,2.6713,6.00662568,6.00662568,5.51234555,88.63127762,88.63127762,70.50109522
11665,MgTi2O5,2.6957,3.72746600,5.40723032,11.47812600,90.00000000,90.00000000,110.16191145
11666,Al2O3,2.6634,10.32268164,9.90617624,11.17170331,94.77100639,90.88144572,93.16483656
11667,Li2O,2.6973,9.59822988,10.08017178,10.38069526,88.35489512,91.68454938,86.99374316
11668,Al2O3,2.6664000000000003,10.63080810,10.54704154,10.17270967,93.05571993,88.41563650,86.80525636
11669,AlSn3F15,2.7011000000000003,10.13008500,5.84869300,10.07130765,74.11974778,90.00000000,90.00000000
11670,Mg3Si4(BiO7)2,2.6637,9.67584014,9.67584014,10.38876300,58.23599101,58.23599101,51.42921945
11671,Ca2MnWO6,2.6786999999999996,5.62075850,5.72751211,9.73754029,106.48996845,90.02798005,60.64733058
11672,Li2VPHO5,2.6752000000000002,5.38623803,7.68470472,10.84207509,78.05894735,100.94843132,72.70592709
11673,Mg3Fe2O5,2.7047,5.27418974,8.08033769,5.30415240,103.08234700,79.61667578,71.42550137
11674,KLaSiS4,2.6868999999999996,6.64266600,6.64393100,8.85169323,73.25276438,90.00000000,90.00000000
11675,LaFeTeO6,2.6834000000000002,5.27015015,10.42947478,9.12416486,90.00028750,89.99986945,89.96948279
11676,BaCdGeS4,2.6727,15.51624369,12.86844511,12.60924311,75.02861876,53.24491563,51.72646561
11677,Ga8(Pb3O7)3,2.6963,13.67694500,13.67694500,13.67694500,90.00000000,90.00000000,90.00000000
11678,Tm2S3,2.6637000000000004,7.26430774,7.26430774,7.26430725,55.81966426,55.81966426,55.81966775
11679,RbSbWO6,2.6764,7.37603717,7.41059259,7.29168271,90.00000000,60.37759365,120.15509401
11680,FeMo2H7O11,2.6707,5.86658777,7.87423550,12.09792604,106.21452103,96.70740301,72.23284399
11681,MgVP2O7,2.6632,6.59677504,8.73927434,9.66732374,71.42487729,72.71322807,92.25769918
11682,BaGd2ZnO5,2.6653,5.81990500,7.23504300,12.58583300,90.00000000,90.00000000,90.00000000
11683,CaLaTaFeO6,2.6888999999999994,5.62090297,7.89175426,11.65206202,89.99922949,89.99252336,89.16773205
11684,Li2CoP2O7,2.6942000000000004,7.19298862,9.99220448,8.78876421,89.95730796,66.26982441,70.32382569
11685,LiMnBO3,2.702,3.23522495,9.03332533,9.80068019,89.97931774,89.99970286,90.20852441
11686,LiCoPO4,2.6786000000000003,4.28796175,14.69950615,4.82220062,89.98734493,89.94081916,90.01971678
11687,Ba6Nd2Ti4O17,2.684,6.06662667,6.06662667,30.48331700,90.00000000,90.00000000,120.00000726
11688,KBaPS4,2.7021,6.78621800,9.89302500,12.26911400,90.00000000,90.00000000,90.00000000
11689,BaVAsO6,2.6837,10.35476600,5.90133800,9.03247719,89.61568150,90.00000000,90.00000000
11690,Gd2TeO6,2.6909,5.37822300,9.26555100,10.15650100,90.00000000,90.00000000,90.00000000
11691,MnSiO3,2.6765,9.34160200,5.44932900,9.70158125,77.81737510,90.00000000,90.00000000
11692,Na2Co(Si2O5)2,2.6809000000000003,7.01588500,7.87491655,9.88298531,102.17871536,102.25128250,114.83716140
11693,BaV2(NiO4)2,2.6795999999999998,5.08775614,5.08776561,8.25124519,107.95700204,72.04335486,120.00029637
11694,Ba2V(SiO4)2,2.6684,8.60498400,8.60498400,5.33279300,90.00000000,90.00000000,90.00000000
11695,ScVO4,2.6851,5.75094011,5.75094011,5.75094011,106.72124053,106.72124053,115.12337526
11696,CrPO4,2.6636,9.03839311,9.03839311,9.03839311,138.48905433,108.27394934,86.42300063
11697,Fe2SiO4,2.6766,4.88187461,6.17174339,10.59971801,90.04081663,90.05742219,90.00108424
11698,Na2FeNiF7,2.6719,7.39679489,7.39679489,7.39679489,120.92134701,118.60241870,90.42457528
11699,PrFeGe2O7,2.7015000000000002,6.70565700,7.37089500,13.18277383,62.63216179,90.00000000,90.00000000
11700,Ba2GdNbO6,2.7024000000000004,6.07866274,6.07866274,6.07866274,120.11617042,120.11617042,89.79890443
11701,HfPbO3,2.7053000000000003,4.15548100,4.15548100,4.15548100,90.00000000,90.00000000,90.00000000
11702,Rb2SnCl6,2.6746,7.36411832,7.36411832,7.36411832,60.00000000,60.00000000,60.00000000
11703,SrNb2Bi2O9,2.6757,13.01244535,13.01244535,5.68848400,90.00000000,90.00000000,154.93326168
11704,K2LiAlH6,2.6679000000000004,9.67600777,9.67600777,9.67600773,33.75245273,33.75245273,33.75245296
11705,KVH24(SO10)2,2.6677,12.38282583,12.38282583,12.38282583,90.00000000,90.00000000,90.00000000
11706,CrHgH18N6Cl5,2.6843000000000004,16.30488292,16.30488295,16.30488279,60.00000034,60.00000028,60.00000149
11707,PH9C3Br3N,2.6773,11.44464400,6.41332500,15.03209993,74.35302739,90.00000000,90.00000000
11708,RbGdH2S2O9,2.6781,8.41444700,10.36662500,10.77969166,62.23495993,90.00000000,90.00000000
11709,Li2CoP2O7,2.6731,8.15887686,9.98408400,8.84278185,89.99819667,66.46828390,107.81042944
11710,Li2V3(P2O7)2,2.6887,7.93803200,7.43347900,9.61929555,69.72492848,90.00000000,90.00000000
